player_id;url;name;full_name;date_of_birth;age;place_of_birth;country_of_birth;positions;current_club;national_team;appearances_current_club;goals_current_club;scraping_timestamp;AgeCategory;GoalsPerClubGame
476d5f10-8000-4531-8887-17a43aac3448;https://en.wikipedia.org/wiki/Jo%C3%A3o_Gomes_(footballer%2C_born_2001);João Gomes;João Victor Gomes da Silva;2001-02-12;22;Rio de Janeiro;Brazil;Central midfielder;Wolverhampton Wanderers;;29;1;2024-02-12 10:35:54;Young;0.0344827586206897
161ba212-48c7-4c98-9536-95d4c1b8751b;https://en.wikipedia.org/wiki/Patrick_Motsepe;Patrick Motsepe;;1983-03-02;40;;Motswana;central midfielder;;;;;2024-02-12 10:35:54;Old;0
dfc4a3f1-eef4-45fb-a2f6-53b8ac0562d0;https://en.wikipedia.org/wiki/Maarten_Vandevoordt;Maarten Vandevoordt;;2002-02-26;21;Sint-Truiden;Belgium;Goalkeeper;Genk;Belgium U21;108;0;2024-02-12 10:36:00;Young;0.0
dc8aacb7-d0fe-4404-9ae0-aa36b180a56a;https://en.wikipedia.org/wiki/Jolie_Tuzolana;Jolie Tuzolana;Jolie Tuzolana Diasilua;1986-04-06;37;;;Forward;;DR Congo;;;2024-02-12 10:36:00;Old;0
f792aefd-79fd-4d92-acb3-7421a6b49cf3;https://en.wikipedia.org/wiki/List_of_foreign_Russian_Premier_League_players;List of foreign Russian Premier League players;;2024-02-11;0;;;;;;;;2024-02-12 10:36:01;Young;0
f0e51f2e-b035-44d2-9ba6-de6c32284e46;https://en.wikipedia.org/wiki/Andrea_Sta%C5%A1kov%C3%A1;Andrea Stašková;;2000-05-12;23;Znojmo;Czech Republic;Striker;AC Milan;Czech Republic;0;0;2024-02-12 10:36:02;Young;0
de07b15f-a643-41d5-990b-4b48768c1e1a;https://en.wikipedia.org/wiki/Dejan_Ljubi%C4%8Di%C4%87;Dejan Ljubičić;Dejan Ljubičić;1997-10-08;26;Vienna;Austria;Midfielder;1. FC Köln;Austria;76;8;2024-02-12 10:36:03;MidAge;0.105263157894737
e0976e43-bae7-4aba-9f69-e4dec0c90be7;https://en.wikipedia.org/wiki/Isaka_Cernak;Isaka Cernak;Isaka Aongor Čerňák-Okanya;1989-04-09;34;Galiwin'ku, Northern Territory;Australia;Attacking midfielder;Olympic FC;Australia U-23;24;1;2024-02-12 10:36:03;Old;0.0416666666666667
1bca77a4-2cfd-46d4-91d4-8ffc0ff7cd71;https://en.wikipedia.org/wiki/Achraf_Hakimi;Achraf Hakimi;Achraf Hakimi Mouh;1998-11-04;25;Madrid;Spain;Right-back, right winger;Paris Saint-Germain;Morocco;75;12;2024-02-12 10:36:03;MidAge;0.16
e6257398-07a0-4b3e-aac9-b3c097f92f10;https://en.wikipedia.org/wiki/Valent%C3%ADn_Barco;Valentín Barco;Valentín Barco;2004-07-23;19;Veinticinco de Mayo, Buenos Aires;Argentina;Left-back, wide midfielder;Brighton & Hove Albion;Argentina U23;0;0;2024-02-12 10:36:04;Young;0
92d1b0a0-6ac5-4f1f-897c-fdc01814a6bf;https://en.wikipedia.org/wiki/Abde_Ezzalzouli;Abde Ezzalzouli;Abdessamad Ezzalzouli;2001-12-17;22;Beni Mellal;Morocco;Winger;Betis;Morocco;14;1;2024-02-12 10:36:07;Young;0.0714285714285714
40806b01-38ce-4480-aa50-0c8e7217bc52;https://en.wikipedia.org/wiki/Cenk_Tosun;Cenk Tosun;Cenk Tosun;1991-06-07;32;Wetzlar;Germany;Striker;Beşiktaş;Turkey;53;19;2024-02-12 10:36:07;MidAge;0.358490566037736
cfc49268-fbd4-46d9-bd8b-af9b92879d47;https://en.wikipedia.org/wiki/Aur%C3%A9lien_Tchouam%C3%A9ni;Aurélien Tchouaméni;Aurélien Djani Tchouaméni;2000-01-27;24;Rouen;France;Defensive midfielder;Real Madrid;France;51;2;2024-02-12 10:36:07;MidAge;0.0392156862745098
54cf7bf9-d260-4e2c-84c3-cef6e9564a38;https://en.wikipedia.org/wiki/Nicolas_%C5%A0ikula;Nicolas Šikula;Nicolas Šikula;2003-05-15;20;;Slovakia;Right-back;Pohronie;Slovakia U20;15;2;2024-02-12 10:36:08;Young;0.133333333333333
1892ad28-60f0-44b9-89e6-abfa644ea460;https://en.wikipedia.org/wiki/Jean_St%C3%A9phane_Yao_Yao;Jean Stéphane Yao Yao;Jean-Stéphane Yao Yao;1990-10-06;33;Bouaké;Ivory Coast;Central midfielder;CSS Richard-Toll;;1;0;2024-02-12 10:36:08;Old;0.0
a4b55e75-538f-4a16-9a66-a82f2c580427;https://en.wikipedia.org/wiki/Alejandro_D%C3%ADaz_(footballer);Alejandro Díaz;Alejandro Díaz Liceága;1996-01-27;28;Mexico City;Mexico;Forward;Vancouver FC;Mexico U23;14;2;2024-02-12 10:36:08;MidAge;0.142857142857143
d269f315-78f2-451e-8936-3f07686cba0c;https://en.wikipedia.org/wiki/Abderraouf_Othmani;Abderraouf Othmani;Abderraouf Othmani;2001-06-14;22;Hammamet;Algeria;Striker;CA Bizertin;;0;0;2024-02-12 10:36:09;Young;0
ce174ac7-9a1f-45e8-9015-7fa35667e394;https://en.wikipedia.org/wiki/Ali_Al-Zaqaan;Ali Al-Zaqaan;Ali Ahmed Al-Zaqaan;1991-11-01;32;;Saudi Arabia;Winger;Al-Riyadh;Saudi Arabia;6;1;2024-02-12 10:36:09;MidAge;0.166666666666667
6747b65d-b4ab-41eb-bff1-79805ad2f257;https://en.wikipedia.org/wiki/Ilaix_Moriba;Ilaix Moriba;Moriba Kourouma Kourouma;2003-01-19;21;Conakry;Guinea;Central midfielder;Getafe;Guinea;0;0;2024-02-12 10:36:10;Young;0
ea3c58b4-7841-45ae-85e0-dd0d732f0e22;https://en.wikipedia.org/wiki/Hannah_Wilkinson;Hannah Wilkinson;Hannah Lilian Wilkinson;1992-05-28;31;Whangarei;New Zealand;Striker;Melbourne City;New Zealand;37;23;2024-02-12 10:36:10;MidAge;0.621621621621622
7a75277b-1819-47fe-8343-43d6f5ff26fe;https://en.wikipedia.org/wiki/Diego_Polenta;Diego Polenta;Diego Fabián Polenta Musetti;1992-02-06;32;Montevideo;Uruguay;Centre-back;Nacional;Uruguay Olympic;28;2;2024-02-12 10:36:10;MidAge;0.0714285714285714
56723a99-c82a-4535-9351-57cf175fb167;https://en.wikipedia.org/wiki/Jurri%C3%ABn_Timber;Jurriën Timber;Jurriën David Norman Timber;2001-06-17;22;Utrecht;Netherlands;Centre-back, full-back;Arsenal;Netherlands;1;0;2024-02-12 10:36:14;Young;0.0
69b90d77-936c-4f8f-b276-c90d5aa3b4de;https://en.wikipedia.org/wiki/Badr_Benoun;Badr Benoun;Badr Benoun;1993-09-30;30;Casablanca;Morocco;Centre-back;Qatar SC;Morocco;20;5;2024-02-12 10:36:14;MidAge;0.25
4986f971-c65b-46fd-af18-a56fb8d2a087;https://en.wikipedia.org/wiki/Sora_Igawa;Sora Igawa;Sora Igawa;2000-01-15;24;Katō, Hokkaido;Japan;Defensive midfielder, centre back;Fagiano Okayama;Japan U18;0;0;2024-02-12 10:36:14;MidAge;0
b9abd02f-632b-4fe8-a68e-efc58836f5a7;"https://en.wikipedia.org/wiki/Erik_Lamela#:~:text=Erik%20Manuel%20Lamela%20Cordero%20(born%2Cand%20the%20Argentina%20national%20team.&amp;text=Lamela%20began%20his%20career%20at%2Can%20initial%20%E2%82%AC12%20million.";Erik Lamela;Erik Manuel Lamela Cordero;1992-03-04;31;Buenos Aires;Argentina;Right winger, attacking midfielder;Sevilla;Argentina;60;13;2024-02-12 10:36:14;MidAge;0.216666666666667
3269f27c-3613-49fd-92ae-18ba9d06009f;https://en.wikipedia.org/wiki/Park_Sun-yong;Park Sun-yong;;1989-03-12;34;;South Korea;Midfielder;Pohang Steelers;;53;0;2024-02-12 10:36:15;Old;0.0
31ad164a-98c4-48dd-993d-e5fd7d29e973;https://en.wikipedia.org/wiki/Hannibal_Mejbri;Hannibal Mejbri;Hannibal Mejbri;2003-01-21;21;Ivry-sur-Seine;France;Midfielder;Sevilla;Tunisia;1;0;2024-02-12 10:36:15;Young;0.0
cf31afcf-5adc-46c2-8983-5b023a392f48;https://en.wikipedia.org/wiki/F%C3%A1bio_Carvalho_(footballer%2C_born_2002);Fábio Carvalho;Fábio Leandro Freitas Gouveia Carvalho;2002-08-30;21;Torres Vedras;Portugal;Winger, attacking midfielder;Hull City;Portugal U21;4;1;2024-02-12 10:36:20;Young;0.25
249f4c80-48d1-4708-a604-c5b6e7056c00;https://en.wikipedia.org/wiki/Norbert_K%C3%B6nyves;Norbert Könyves;;1989-06-10;34;Senta, SR Serbia;SFR Yugoslavia;Right winger, Forward;Paks;Hungary;13;6;2024-02-12 10:36:20;Old;0.461538461538462
cc191b62-85eb-4ece-8af7-abc9e6e9c508;https://en.wikipedia.org/wiki/Mamadou_Sylla_(footballer%2C_born_1994);Mamadou Sylla;Mamadou Sylla Diallo;1994-03-20;29;Kédougou;Senegal;Forward;Valladolid;;10;4;2024-02-12 10:36:20;MidAge;0.4
2f242938-4d0a-47ad-9d01-8d02220722b1;https://en.wikipedia.org/wiki/Vladyslav_Dubinchak;Vladyslav Dubinchak;Vladyslav Yuriyovych Dubinchak;1998-07-01;25;Tomashpil;Ukraine;Left-back;Dynamo Kyiv;Ukraine U21;23;0;2024-02-12 10:36:20;MidAge;0.0
a7da0ef0-ce93-4013-bba4-f1d4e6a8d88c;https://en.wikipedia.org/wiki/Luis_Su%C3%A1rez;Luis Suárez;Luis Alberto Suárez Díaz;1987-01-24;37;Salto;Uruguay;Striker;Inter Miami;Uruguay;0;0;2024-02-12 10:36:22;Old;0
363f3de3-c087-4c33-b5dc-a2721b5d974a;https://en.wikipedia.org/wiki/Samuel_Mbapp%C3%A9_L%C3%A9pp%C3%A9;Samuel Mbappé Léppé;Samuel Mbappé Léppé;1936-02-28;87;Douala;Cameroon;Midfielder;;Cameroon;;;2024-02-12 10:36:22;Old;0
29d3264e-fa76-4f40-95e8-cabf0bf0552d;https://en.wikipedia.org/wiki/Hwang_Ui-jo;Hwang Ui-jo;Hwang Ui-jo;1992-08-28;31;Seongnam;South Korea;Forward;Alanyaspor;South Korea;0;0;2024-02-12 10:36:22;MidAge;0
b4c87baf-7ae7-425d-9c53-eb0cb6865b5d;https://en.wikipedia.org/wiki/Ahmed_Sayed_Gharib;Ahmed Sayed Gharib;;2002-02-23;21;Cairo;Egypt;Forward;ZED;;0;0;2024-02-12 10:36:23;Young;0
ef5188b6-176e-42ba-afa1-e3c241f2cdf8;https://en.wikipedia.org/wiki/Wahid_Faghir;Wahid Faghir;Wahidullah Faghir;2003-07-29;20;Vejle;Denmark;Forward;SV Elversberg;Denmark U21;7;3;2024-02-12 10:36:23;Young;0.428571428571429
b2e9e0aa-4866-4eff-bb6c-f493708b4126;https://en.wikipedia.org/wiki/Sadio_Man%C3%A9;Sadio Mané;Sadio Mané;1992-04-10;31;Bambali;Senegal;Winger, forward;Al Nassr;Senegal;18;8;2024-02-12 10:36:24;MidAge;0.444444444444444
0643e797-309e-481c-80e4-8f6fa7d848b3;https://en.wikipedia.org/wiki/Sun_Jie_(footballer);Sun Jie;;1991-02-09;33;Dalian, Liaoning;China;Defender;Changchun Yatai;China U20;204;8;2024-02-12 10:36:24;Old;0.0392156862745098
b14283c7-0463-4b30-a26e-f69e9a49e2d0;https://en.wikipedia.org/wiki/Marcos_J%C3%BAnior;Marcos Júnior;Marcos Júnior Lima dos Santos;1993-01-19;31;Gama, Federal District;Brazil;Attacking midfielder, winger;Sanfrecce Hiroshima;Brazil U20;7;1;2024-02-12 10:36:24;MidAge;0.142857142857143
ec63804d-ede0-4c95-9df5-94ff0fba4a02;https://en.wikipedia.org/wiki/S%C3%A9kou_Mara;Sékou Mara;;2002-07-30;21;Paris;France;Forward;Southampton;France U21;40;4;2024-02-12 10:36:24;Young;0.1
